condition,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,scan_s_mm,scan_pixel
B_PA2_to_C2,99,-8.868653542257167,155.52888109151874,-99.26943581532939,0.6799999999999999,203.29999999999998,-51.800000000000004,64,133.80201173498196,159.50346973368332
B_PA2_to_C2,100,-7.784696647000553,155.55669596799538,-99.29595168049701,2.03,203.29,-51.800000000000004,64,135.15204877151095,161.11282962897297
B_PA2_to_C2,101,-6.700574090627914,155.58248888798403,-99.31720834713165,3.3799999999999994,203.27,-51.800000000000004,64,136.50219691153114,162.72232196914976
B_PA2_to_C2,102,-5.616315065931505,155.6062589687898,-99.33320358502306,4.73,203.24,-51.800000000000004,64,137.85253020372238,164.33203502658878
B_PA2_to_C2,103,-4.531948766026188,155.62800404835014,-99.34393501923688,6.079999999999999,203.21,-51.800000000000004,64,139.20286349591362,165.9417480840278
B_PA2_to_C2,104,-3.44750445800988,155.64772418831205,-99.34940086171216,7.429999999999999,203.16000000000003,-51.800000000000004,64,140.55378910452424,167.55216723342198
B_PA2_to_C2,105,-2.3630114133557245,155.66541793816927,-99.3496006662767,8.78,203.11,-51.800000000000004,64,141.90471471313487,169.1625863828162
B_PA2_to_C2,106,-1.278498914416866,155.68108421535902,-99.34453342396944,10.13,203.04999999999998,-51.800000000000004,64,143.25604738868148,170.77349079089868
B_PA2_to_C2,107,-0.19399627003694597,155.69472371767526,-99.33419986729729,11.480000000000002,202.98,-51.800000000000004,64,144.607860985299,172.38496849813026
B_PA2_to_C2,108,0.8904672233824947,155.70633517500383,-99.31859957134051,12.83,202.89,-51.800000000000004,64,145.96085765935257,173.99785653509883
B_PA2_to_C2,109,1.9748622970068275,155.7159185771087,-99.29773448040478,14.180000000000003,202.79999999999998,-51.800000000000004,64,147.31385433340614,175.6107445720674
B_PA2_to_C2,110,3.059159680973665,155.72347442755427,-99.27160608203349,15.53,202.71,-51.800000000000004,64,148.66685100745968,177.22363260903592
B_PA2_to_C2,111,4.143330136585643,155.72900397382432,-99.24021636121546,16.87,202.59999999999997,-51.800000000000004,64,150.01135835217744,178.8264006375889
B_PA2_to_C2,112,5.227344481535621,155.73250618129498,-99.20356807735817,18.22,202.48,-51.800000000000004,64,151.3666811919466,180.44206166352828
B_PA2_to_C2,113,6.311173611409227,155.73398248082185,-99.16166550764349,19.569999999999997,202.36,-51.800000000000004,64,152.72200403171578,182.05772268946765
B_PA2_to_C2,114,7.394782462526731,155.73338500105064,-99.11438346663768,20.91,202.22,-51.800000000000004,64,154.06929761516372,183.66381215347
B_PA2_to_C2,115,8.478141025309707,155.7307228648241,-99.06174645880142,22.259999999999998,202.07999999999998,-51.800000000000004,64,155.42653746132208,185.2817584153831
B_PA2_to_C2,116,9.561224891104924,155.72603815765683,-99.00386883744937,23.599999999999998,201.93000000000004,-51.800000000000004,64,156.77490684691344,186.88913032777617
B_PA2_to_C2,117,10.64400526204448,155.71933353831668,-98.94075634454964,24.94,201.76,-51.800000000000004,64,158.12564738454458,188.49932885669546
B_PA2_to_C2,118,11.726453465486236,155.71061091327692,-98.87241568891406,26.28,201.58999999999997,-51.800000000000004,64,159.4763879221757,190.1095273856147
B_PA2_to_C2,119,12.808540831343858,155.6998726481481,-98.79885227901211,27.62,201.41000000000003,-51.800000000000004,64,160.82842342466813,191.72126962367466
B_PA2_to_C2,120,13.890238970931275,155.68712123001086,-98.72007462096659,28.960000000000004,201.23,-51.800000000000004,64,162.18045892716057,193.33301186173466
B_PA2_to_C2,121,14.971519467755202,155.67235797569495,-98.63608964081362,30.300000000000004,201.03,-51.800000000000004,64,163.53530209151577,194.94810107345475
B_PA2_to_C2,122,16.052354114914245,155.6555863167227,-98.54690555049525,31.63,200.81999999999996,-51.800000000000004,64,164.88177897583276,196.55321696207193
B_PA2_to_C2,123,17.132714842548474,155.6368091544556,-98.45253107240914,32.97,200.61,-51.800000000000004,64,166.23813438648293,198.17010890103066
B_PA2_to_C2,124,18.2125737773163,155.61602957632962,-98.35297588894588,34.300000000000004,200.39,-51.800000000000004,64,167.58620708481934,199.77712713677886
B_PA2_to_C2,125,19.291903187215375,155.59325143620615,-98.24824980430816,35.63,200.15000000000003,-51.800000000000004,64,168.93768775430743,201.38820796632808
B_PA2_to_C2,126,20.370675431420327,155.5684775792159,-98.1383625598915,36.96,199.91000000000003,-51.800000000000004,64,170.28916842379553,202.99928879587736
B_PA2_to_C2,127,21.448863093295273,155.54171133133082,-98.02332482807778,38.29,199.66000000000003,-51.800000000000004,64,171.64246070560313,204.61252922263313
B_PA2_to_C2,128,22.526438964794103,155.51295701115404,-97.90314781249332,39.62,199.40000000000003,-51.800000000000004,64,172.99763597102086,206.228014327293
B_PA2_to_C2,129,23.603376107384634,155.48221867535082,-97.77784391778182,40.94,199.14,-51.800000000000004,64,174.34299837572823,207.8318016606637
B_PA2_to_C2,130,24.67964765573138,155.44950057050062,-97.64742489607835,42.26,198.86,-51.800000000000004,64,175.69236859920287,209.44036665762218
B_PA2_to_C2,131,25.7552268488753,155.41480710488227,-97.51190216737936,43.57999999999999,198.56999999999996,-51.800000000000004,64,177.04384926869096,211.05144748717143
B_PA2_to_C2,132,26.830087607698424,155.37814292595095,-97.37129126067427,44.89999999999999,198.28,-51.800000000000004,64,178.39532993817906,212.66252831672068
B_PA2_to_C2,133,27.904203500133505,155.33951282222966,-97.22560371147092,46.22,197.98,-51.800000000000004,64,179.7489916389005,214.27620912249455
B_PA2_to_C2,134,28.977548636205537,155.29892175665492,-97.07485387430687,47.540000000000006,197.66000000000003,-51.800000000000004,64,181.10722578660847,215.89534067710292
B_PA2_to_C2,135,30.050097475835003,155.2563748690403,-96.91905729971259,48.85000000000001,197.33999999999997,-51.800000000000004,64,182.4557434913495,217.50288939863879
B_PA2_to_C2,136,31.12181509006912,155.21185602608776,-96.7581726374765,50.16,197.01,-51.800000000000004,64,183.80666909996012,219.113308548033
B_PA2_to_C2,137,32.19266435930694,155.16534617449724,-96.59215188515384,51.47000000000001,196.68000000000004,-51.800000000000004,64,185.15759470857074,220.7237276974272
B_PA2_to_C2,138,33.26264053382973,155.11689864444986,-96.42113376138818,52.769999999999996,196.32999999999998,-51.800000000000004,64,186.50388591035437,222.3286222365448
B_PA2_to_C2,139,34.33171910007252,155.06651938643978,-96.24513495979193,54.07999999999999,195.98,-51.800000000000004,64,187.85983576193442,223.94503071432067
B_PA2_to_C2,140,35.39987582541831,155.01421438336337,-96.06417264235867,55.38,195.61,-51.800000000000004,64,189.2114644091597,225.55628794601975
B_PA2_to_C2,141,36.46708644216983,154.95998983572957,-95.87826249657257,56.68,195.24,-51.800000000000004,64,190.56309305638496,227.16754517771878
B_PA2_to_C2,142,37.533327458259265,154.90385207524594,-95.68742349521645,57.980000000000004,194.86,-51.800000000000004,64,191.91749329265193,228.78210638118256
B_PA2_to_C2,143,38.59857531813452,154.84580760475149,-95.49167293794679,59.269999999999996,194.47,-51.800000000000004,64,193.26515793936488,230.38863818441055
B_PA2_to_C2,144,39.662806898498225,154.78586307022059,-95.29102930237937,60.56,194.06999999999996,-51.800000000000004,64,194.61575040195308,231.99866019518316
B_PA2_to_C2,145,40.72599915709653,154.72402525901262,-95.08551026173888,61.85000000000001,193.66000000000003,-51.800000000000004,64,195.9693382269574,233.61225293476838
B_PA2_to_C2,146,41.78812967252567,154.66030109872707,-94.87513555586693,63.13999999999999,193.25,-51.800000000000004,64,197.32292605196176,235.22584567435356
B_PA2_to_C2,147,42.8491760867882,154.5946973695552,-94.65992407576107,64.42,192.81999999999996,-51.800000000000004,64,198.67322231574985,236.83551459076136
B_PA2_to_C2,148,43.90911670401592,154.5272213537003,-94.43989668681203,65.7,192.39,-51.800000000000004,64,200.02351857953792,238.44518350716913
B_PA2_to_C2,149,44.96792978648344,154.45788129605768,-94.21507258127312,66.98,191.95000000000002,-51.800000000000004,64,201.377032524793,240.05868817575902
B_PA2_to_C2,150,46.02559383187995,154.38668407085044,-93.9854713541777,68.25,191.5,-51.800000000000004,64,202.7244003290692,241.6648661173521
B_PA2_to_C2,151,47.08208808186795,154.31363728095752,-93.7511147078041,69.52,191.04,-51.800000000000004,64,204.0751408667003,243.27506464627135
B_PA2_to_C2,152,48.13739187572139,154.23874863471048,-93.5120235955986,70.79,190.57999999999998,-51.800000000000004,64,205.42588140433145,244.88526317519063
B_PA2_to_C2,153,49.19148480348986,154.1620260381531,-93.26821888920249,72.06,190.09999999999997,-51.800000000000004,64,206.78356325218832,246.5037363410241
B_PA2_to_C2,154,50.244346869708224,154.08347698062326,-93.01972230558997,73.31999999999998,189.62,-51.800000000000004,64,208.13189555544292,248.11106404809246
B_PA2_to_C2,155,51.29595856754602,154.00311012760852,-92.76655613122028,74.58,189.13,-51.800000000000004,64,209.4838201095509,249.7226740261658
B_PA2_to_C2,156,52.34630046281263,153.92093409495914,-92.50874189047303,75.84000000000002,188.63,-51.800000000000004,64,210.83940116577736,251.3386428682609
B_PA2_to_C2,157,53.39535361782309,153.83695674326134,-92.24630226351488,77.09000000000002,188.12,-51.800000000000004,64,212.18943820230635,252.94800276355053
B_PA2_to_C2,158,54.443099474220304,153.75118650031843,-91.97926021080472,78.34000000000002,187.59999999999997,-51.800000000000004,64,213.54328457468398,254.5619037137717
B_PA2_to_C2,159,55.489519564142554,153.663631248831,-91.70763814280556,79.58,187.07999999999998,-51.800000000000004,64,214.88790347980168,256.16480473188625
B_PA2_to_C2,160,56.53459623990898,153.5743005258712,-91.43146003128533,80.81999999999998,186.54,-51.800000000000004,64,216.2403826848174,257.7770759013956
B_PA2_to_C2,161,57.57831172533226,153.4832032432207,-91.1507485139026,82.06,186.0,-51.800000000000004,64,217.59286188983316,259.389347070905
B_PA2_to_C2,162,58.62064887440875,153.39034780748443,-90.86552767323835,83.29999999999997,185.45000000000002,-51.800000000000004,64,218.9493647464464,261.0064147780933
B_PA2_to_C2,163,59.66159077497219,153.29574248131743,-90.57582147899205,84.52999999999999,184.89,-51.800000000000004,64,220.30084541593453,262.6174956076425
B_PA2_to_C2,164,60.701120897744595,153.19939724981538,-90.28165367028168,85.76,184.32999999999998,-51.800000000000004,64,221.65232608542266,264.22857643719186
B_PA2_to_C2,165,61.739223076886844,153.10132122517263,-89.98304854624612,86.98,183.75,-51.800000000000004,64,223.00317766868412,265.83890734202316
B_PA2_to_C2,166,62.77588159274177,153.00152255290112,-89.6800312508476,88.20000000000002,183.17000000000002,-51.800000000000004,64,224.35402925194558,267.44923824685446
B_PA2_to_C2,167,63.811080741983474,152.90001146789095,-89.37262530661879,89.40999999999998,182.57999999999998,-51.800000000000004,64,225.70020903191553,269.0539999616172
B_PA2_to_C2,168,64.84480570796426,152.79679733772667,-89.06085650443455,90.63,181.98,-51.800000000000004,64,227.05976778386412,270.6747105580476
B_PA2_to_C2,169,65.8770416411013,152.69188856131194,-88.74474986151313,91.83000000000001,181.38,-51.800000000000004,64,228.401408570364,272.2740614034356
B_PA2_to_C2,170,66.90777413228953,152.5852956136748,-88.42433016003714,93.03999999999999,180.76,-51.800000000000004,64,229.76100409845313,273.8948158401787
B_PA2_to_C2,171,67.93698914361468,152.4770279819649,-88.09962274820667,94.24,180.14,-51.800000000000004,64,231.11170761884537,275.5049702413754
B_PA2_to_C2,172,68.96467309574679,152.36709425458267,-87.77065375851993,95.43,179.51,-51.800000000000004,64,232.45818450316239,277.1100861299926
B_PA2_to_C2,173,69.99081266367635,152.25550509492143,-87.43744847141124,96.62,178.87,-51.800000000000004,64,233.8093691685579,278.7208140972851
B_PA2_to_C2,174,71.01539471176027,152.1422701375941,-87.10003215903092,97.81,178.22,-51.800000000000004,64,235.16531902013799,280.337222575061
B_PA2_to_C2,175,72.03840663046354,152.02739826837123,-86.75843102006482,98.99,177.56999999999996,-51.800000000000004,64,236.5125012646766,281.9431793135376
B_PA2_to_C2,176,73.05983625395466,151.9109002355482,-86.41267103113606,100.16999999999999,176.91000000000003,-51.800000000000004,64,237.864536767169,283.55492155159754
B_PA2_to_C2,177,74.07967157134377,151.79278529141214,-86.06277821481683,101.35000000000001,176.24,-51.800000000000004,64,239.2214818655426,285.1725164488805
B_PA2_to_C2,178,75.0979012617257,151.67306383407816,-85.70877930137463,102.52,175.55999999999997,-51.800000000000004,64,240.57473719991228,286.78571283112257
B_PA2_to_C2,179,76.11451404738338,151.5517459278318,-85.3507003611686,103.68000000000004,174.88,-51.800000000000004,64,241.91935610503003,288.3886138492372
B_PA2_to_C2,180,77.12949884362655,151.42884061949917,-84.98856747237346,104.84000000000002,174.18000000000004,-51.800000000000004,64,243.2741992693852,290.00370306095726
B_PA2_to_C2,181,78.14284513143528,151.304358593485,-84.62240688190954,106.0,173.48,-51.800000000000004,64,244.6290424337404,291.6187922726774
B_PA2_to_C2,182,79.1545427822785,151.17830968322968,-84.2522453379742,107.14999999999999,172.77,-51.800000000000004,64,245.98056009918173,293.2299172045748
B_PA2_to_C2,183,80.16458218699586,151.05070418164797,-83.87810997663453,108.28999999999999,172.05999999999997,-51.800000000000004,64,247.32357908638932,294.83091098336877
B_PA2_to_C2,184,81.17295358746802,150.9215520382831,-83.50002680614665,109.43000000000004,171.32999999999998,-51.800000000000004,64,248.67727772345742,296.44463582043466
B_PA2_to_C2,185,82.17964783645431,150.79086341092665,-83.11802254281665,110.56999999999996,170.6,-51.800000000000004,64,250.03097636052544,298.05836065750043
B_PA2_to_C2,186,83.18465626890872,150.65864847952804,-82.73212435394976,111.70000000000002,169.86,-51.800000000000004,64,251.38171689815658,299.6685591864197
B_PA2_to_C2,187,84.18797034164835,150.52491725041398,-82.34235893159976,112.83000000000001,169.12,-51.800000000000004,64,252.7324574357877,301.278757715339
B_PA2_to_C2,188,85.18958182372573,150.3896801787657,-81.948752828512,113.95000000000002,168.36,-51.800000000000004,64,254.08597138104278,302.8922623839289
B_PA2_to_C2,189,86.18948264342175,150.25294705232363,-81.55133241463926,115.06999999999996,167.6,-51.800000000000004,64,255.43948532629784,304.5057670525187
B_PA2_to_C2,190,87.18766562310677,150.11472854178464,-81.15012523298817,116.18000000000004,166.83,-51.800000000000004,64,256.7904109349085,306.11618620191297
B_PA2_to_C2,191,88.18412342149847,149.97503436988703,-80.74515793431172,117.28999999999999,166.05999999999997,-51.800000000000004,64,258.1413365435191,307.72660535130717
B_PA2_to_C2,192,89.17884914419898,149.83387543735915,-80.33645709844214,118.39,165.27,-51.800000000000004,64,259.4956260251293,309.34103452572424
B_PA2_to_C2,193,90.17183608422485,149.6912608544792,-79.92404961156332,119.48,164.48,-51.800000000000004,64,260.8418058050993,310.945796240487
B_PA2_to_C2,194,91.16307814813737,149.54720170457475,-79.50796240030589,120.56999999999996,163.68000000000004,-51.800000000000004,64,262.19387828836335,312.5575825627974
B_PA2_to_C2,195,92.15256960558916,149.40170864665896,-79.08822264474281,121.65999999999998,162.88,-51.800000000000004,64,263.54595077162753,314.16936888510793
B_PA2_to_C2,196,93.1403041376118,149.25479060283305,-78.66485599380155,122.74,162.06999999999996,-51.800000000000004,64,264.89595077162755,315.7786846296796
B_PA2_to_C2,197,94.12627702596649,149.10645912989585,-78.23789021098145,123.80999999999997,161.25,-51.800000000000004,64,266.2440234699639,317.38570286542773
B_PA2_to_C2,198,95.110483,148.956723,-77.807352,124.88,160.42,-51.800000000000004,64,267.59820218785904,319.0
