probe_config,condition,public_condition,scan_id,pa_s_mm,edm_id,edm_side,edm_x,edm_y,edm_z,length_mm,source_x,source_y,source_z,focus_x,focus_y,focus_z,ut_path_mm_raw,source_to_focus_mm_raw,ut_path_mm_display,geometry_center_mm_display,edm_to_focus_error_mm,edm_to_beam_axis_mm,projection_along_beam_mm,delay_span_us,n_elements,green_incident,green_phase_proxy,finite_beam_factor,born_response,kirchhoff_zone_response,edge_gtd_response,total_physics_response,continuous_geometry_echo,response_vs_geometry_percent_raw,note,edm_detectability_percent,edm_detectability_db,detection_status,minus_6db_width_scan_id,minus_6db_s_min_mm,minus_6db_s_max_mm,minus_6db_length_mm,v62e_layer,physics_chain,public_label,confidential_name_displayed,display_note,hardware_status
1D32,PA2_TO_C2,PA2 → C2,172,186.0036520622148,EDM_06,C2,94.9125,178.63,-51.36,4.0,74.69654769593639,139.3256928081772,-97.01785697,95.43,179.51,-51.8,63.5464648464596,63.947706588204085,47.45746401499097,47.62048868940763,1.1116682283847115,1.0334392848740028,63.53806101642388,0.2217264168521389,32,1.258921329350032,-0.6806010171039806,0.9978494331921215,0.43967487722389054,0.5650070030624716,0.8164621611494983,1.7300868393640674,89.13533110273313,1.940966413609943,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,85.8938714102831,-1.3207564457610994,STRONG,25.0,171.59940832889237,199.60989694252424,28.01048861363188,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
1D32,PA2_TO_C2,PA2 → C2,145,156.44724828385645,EDM_07,C2,61.687000000000005,192.4055,-51.36,6.0,47.598933361388006,151.04939742262195,-96.73057258,61.85,193.66,-51.8,62.98642471391462,63.54142510765764,47.22991949314871,47.45541636717207,1.3393801738117581,1.213589072010479,62.97473223290379,0.2818733538565858,32,1.2701149551409103,-0.9999039907477321,0.9970134265676914,0.5428223370419721,0.5694426694443301,1.0079608158391722,2.0142145312092006,89.7052590549007,2.245369505010266,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,100.0,0.0,STRONG,25.0,143.70649958919824,170.51095708830846,26.804457499110214,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
1D32,PA2_TO_C2,PA2 → C2,117,126.98869455077842,EDM_08,C2,24.747500000000002,200.793,-51.36,4.0,19.045432453321975,158.07682644507008,-95.87908322999999,24.94,201.76,-51.8,61.96074425893737,62.337237320800035,46.813185128719894,46.96615440495581,1.0796968324487979,1.0088340831708646,61.952530883847444,0.2974073162938921,32,1.2911400751688131,0.8590253697494931,0.9979534521202563,0.4509741933149335,0.5795412179848968,0.8374491004320248,1.7745662861452622,91.43812342319,1.9407291179110167,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,88.10214893444991,-1.100269968196818,STRONG,25.0,113.53123577428069,139.50276557565664,25.97152980137595,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
1D32,PA2_TO_C2,PA2 → C2,74,82.38248106569033,EDM_09,C2,-33.2785,199.578,-51.36,4.0,-25.38325947836276,158.00749812419178,-95.07276046,-32.97,200.61,-51.8,60.83787369833381,61.19692472379177,46.356962386892064,46.50284495700992,1.1635275028979855,1.1034454771896978,60.827866017256326,0.2757563624301511,32,1.3149703488435855,0.4468376798476278,0.9975621453098996,0.45911762477396,0.5899497323682001,0.8525590544140536,1.806545090978403,93.14193524799767,1.9395614726796646,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,89.68980528076487,-0.9451383770063333,STRONG,25.0,68.63261986334881,94.91113381739228,26.278513954043476,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
1D32,PA2_TO_C2,PA2 → C2,20,23.348301668563124,EDM_10,C2,-100.4165,175.5925,-51.36,3.0,-81.00797007779988,139.09895099755246,-94.14684997,-101.35,176.24,-51.8,59.49104708181111,59.88748955115404,45.80974621317172,45.97082094136071,1.2183096896930596,1.1481306120280186,59.47996703923087,0.3569490767296273,32,1.3447401571195294,0.8395677717373885,0.9973563824204545,0.4065251524858225,0.603152166491098,0.7548898899395192,1.6763388484706176,95.178476217996,1.7612583381048725,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,83.2254371367411,-1.5948783011787575,STRONG,25.0,9.438793830561238,38.06759602239129,28.628802191830054,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
1D32,PA2_TO_C2,PA2 → C2,1,1.1855061690128526,EDM_11,C2,-122.10400000000001,161.2415,-51.36,3.0,-100.07751745712665,127.90456797971204,-92.79835192,-122.74,162.07,-51.8,57.56434642712947,57.980425320060604,45.02692699410888,45.195980008774875,1.1333614824935423,1.0503900327080424,57.554762273523124,0.4527382305324785,32,1.389749123639782,0.7749186392204913,0.9977764564293587,0.42030865877147905,0.6236666672372462,0.7804968171172342,1.7332485359696614,98.30904082774745,1.7630611807174268,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,86.05084061870679,-1.3048976550648406,STRONG,13.0,0.0,15.275582291730364,15.275582291730364,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA1_TO_C1,PA1 → C1,0,0.0,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-149.90804692985944,151.2775293093675,-92.07492606,-124.23,120.25,-51.800000000000004,58.364609595178024,56.95734665795265,56.08617229773226,55.68335208627741,4.915821014845836,4.763938398933851,58.16985941300452,0.5193508914413556,64,1.3706936541662305,-0.5759963036719339,0.9263822578494529,0.4444251987582504,0.5608740570775764,0.8229895381496478,2.011117673384022,115.87618432500274,1.7355746438313473,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,34.73043262916267,-9.185796134943514,WEAK,6.0,0.0,10.124115299927487,10.124115299927487,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA1_TO_C1,PA1 → C1,48,79.36681770335436,EDM_02,C1,-66.245,159.7865,-51.63,3.0,-77.76961412683335,177.3869708662291,-72.59007124,-64.7025353128103,160.33498587487588,-51.800000000000004,29.697102415408494,29.89558166421085,47.880277721409165,47.937091164623695,1.6458839771276756,1.6278277966667876,29.65245467976741,0.5437268196825933,64,2.6938655118922172,0.9831556489592039,0.9911545259816472,0.8093119531977826,1.198910185961411,1.5025231721959873,3.861819842490699,220.76840899540395,1.7492628859644026,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,66.69061469680405,-3.518705592187821,STRONG,16.0,66.44720134203456,92.14907061731017,25.701869275275612,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA1_TO_C1,PA1 → C1,94,151.37666276549513,EDM_03,C1,0.0,173.11,-51.63,3.0,-6.915600971120844,186.74388956600018,-65.77616329,2.9625680750318857,172.87186025372273,-51.800000000000004,20.828404099138254,22.03053701691809,45.341668314035054,45.6857713407883,2.976981716093524,2.642767616405428,20.6600628421764,0.6091637152743532,64,3.840908771465111,0.04954393425457582,0.9762051515979289,1.1365113132922484,1.6776514295187128,2.1084376773287166,5.414860462153646,299.58416333344974,1.8074588462563954,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,93.51041411749047,-0.5828003939074619,STRONG,17.0,137.50563061066032,163.6727889063951,26.167158295734794,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA1_TO_C1,PA1 → C1,139,221.1290825627486,EDM_04,C1,67.37,159.429,-51.63,8.0,62.22710358039246,180.3555107635274,-69.69507464,68.7798488771743,158.6302981618468,-51.800000000000004,28.119657858295707,28.899083547474113,47.42874408597689,47.65184981314627,1.6292631717248498,1.4108618302859781,28.0842416127524,0.3972563946571696,64,2.8449848288747526,-0.9835791320314985,0.9931105842433898,1.3984940001412594,1.2693506103445362,2.596382338562588,5.7906496439532225,228.3809446468369,2.5355222402235666,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,100.0,0.0,STRONG,18.0,206.98494838170586,235.40982155440605,28.424873172700188,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA1_TO_C1,PA1 → C1,160,254.71628884401153,EDM_05,C1,95.60149999999999,144.254,-51.63,3.0,94.31223338190296,172.17488171092018,-75.21046543999998,96.48753413538964,143.47098968365705,-51.800000000000004,36.56878715919862,37.10384404611377,49.84725448767165,50.00041117404931,1.19459685441372,1.0602305722226453,36.55341441546185,0.2157108900541793,64,2.187658006040175,-0.7783453190340295,0.9961312324281475,0.6605332184753236,0.9797345148332428,1.2264961159215635,3.1534402341531433,177.87914351400687,1.7727993129811925,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,54.45745172039659,-5.278853697549887,MEDIUM,19.0,238.6093048137575,269.38886331882276,30.779558505065268,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,172,186.0036520622147,EDM_06,C2,94.9125,178.63,-51.36,4.0,74.69654769593639,139.32569280817717,-97.01785697,95.43,179.51,-51.800000000000004,63.54646484645962,63.9477065882041,47.457464014990975,47.62048868940764,1.1116682283847141,1.0334392848740028,63.538061016423896,0.0243540386194887,64,1.2589213293500316,-0.6806010171041471,0.9963700733531614,0.4390230380446226,0.5639643500693668,0.8152085296703337,2.000015509562756,103.20933075053308,1.9378243178390397,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,85.94623622935691,-1.3154627450096437,STRONG,20.0,174.89944307829708,197.32605695126142,22.42661387296434,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,145,156.4472482838564,EDM_07,C2,61.687000000000005,192.4055,-51.36,6.0,47.598933361388,151.04939742262195,-96.73057258,61.85000000000001,193.66000000000003,-51.800000000000004,62.98642471391462,63.54142510765766,47.22991949314871,47.45541636717208,1.3393801738117879,1.2135890720104938,62.97473223290379,0.0419497287587162,64,1.2701149551409103,-0.9999039907477321,0.9949632292702154,0.5417061104609077,0.5679869614353386,1.0058107564881273,2.3270542112228116,103.86924732672709,2.240368801270813,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,100.0,0.0,STRONG,20.0,145.8189055253279,167.23537882400439,21.416473298676493,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,117,126.98869455077845,EDM_08,C2,24.747500000000002,200.793,-51.36,4.0,19.045432453321975,158.07682644507008,-95.87908322999999,24.94,201.76,-51.800000000000004,61.96074425893737,62.33723732080003,46.813185128719894,46.96615440495581,1.0796968324488008,1.0088340831708742,61.95253088384746,0.046186560509728,64,1.2911400751688131,0.8590253697494931,0.9965451509228783,0.45033778337508845,0.5785229769796102,0.8362255124032417,2.051594900033735,105.87572185843055,1.9377387601446354,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,88.16274627979855,-1.0942977991593696,STRONG,20.0,116.63125896491843,137.4097363340148,20.77847736909638,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,74,82.38248106569038,EDM_09,C2,-33.2785,199.578,-51.36,4.0,-25.383259478362767,158.00749812419178,-95.07276046000001,-32.97,200.61,-51.800000000000004,60.83787369833382,61.19692472379177,46.356962386892064,46.50284495700992,1.1635275028979881,1.1034454771896978,60.82786601725633,0.037938918646919,64,1.314970348843585,0.4468376798475261,0.9958838537502496,0.4583452085007808,0.5887132246247069,0.8510753230620498,2.0879471318062914,107.84855660294465,1.935999143218281,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,89.7249029153096,-0.9417400582490072,STRONG,19.0,71.8296721310695,91.78965767718249,19.95998554611299,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,20,23.348301668563142,EDM_10,C2,-100.4165,175.5925,-51.36,3.0,-81.00797007779988,139.09895099755246,-94.14684997,-101.35000000000001,176.24,-51.800000000000004,59.49104708181111,59.88748955115404,45.80974621317172,45.97082094136071,1.2183096896930732,1.1481306120280232,59.47996703923087,0.065480550158842,64,1.3447401571195294,0.8395677717373885,0.9955373375473844,0.40578370488751386,0.6017820881482219,0.7534651297159034,1.9371340150268033,110.20665667346907,1.7577286830924659,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,83.24404329235138,-1.5929366718245257,STRONG,19.0,12.947626251275912,34.707201836038074,21.75957558476216,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
2D8x8,PA2_TO_C2,PA2 → C2,1,1.1855061690128657,EDM_11,C2,-122.10400000000001,161.2415,-51.36,3.0,-100.07751745712665,127.90456797971203,-92.79835192,-122.74,162.06999999999996,-51.800000000000004,57.56434642712948,57.98042532006059,45.02692699410888,45.19598000877487,1.1333614824935243,1.0503900327080389,57.55476227352314,0.0964482584499073,64,1.3897491236397819,0.7749186392204913,0.9962472347859332,0.419664481316929,0.6224770597897357,0.7792576952607699,2.0035391600041783,113.83152095844444,1.760091706703624,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,86.09765730173369,-1.3001733088529437,STRONG,10.0,0.0,11.782459707994425,11.782459707994425,CIVA-like dB complete Twin demonstrator,Focal laws + Green + Born + Kirchhoff zone + Edge/GTD,Reference EDM,NO,White-to-red dB display; 0 dB = 100%; -6 dB length included,Wedge/refraction/card export pending
